Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Gender,Exam_Score,Total_Learning_Effort
0.824,0.15,0.0,1.0,1.0,0.667,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.222,0.737
0.706,0.325,0.5,0.5,0.0,0.5,0.98,0.0,1.0,0.125,0.0,0.5,1.0,1.0,0.667,0.0,1.0,0.289,0.658
0.441,0.975,0.5,1.0,1.0,0.0,0.08,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.333,0.395
0.294,0.25,0.5,0.5,0.0,0.667,0.12,0.5,1.0,0.25,0.5,1.0,1.0,0.5,0.0,0.0,1.0,0.156,0.316
0.941,0.45,1.0,0.0,1.0,1.0,0.98,0.5,1.0,0.125,0.0,0.5,0.0,1.0,0.333,0.0,1.0,0.378,0.868
0.5,0.025,0.5,0.0,1.0,0.5,0.4,0.0,1.0,0.125,0.5,0.5,0.0,1.0,0.667,0.0,0.0,0.156,0.474
0.5,0.4,1.0,1.0,1.0,0.333,0.74,0.0,1.0,0.125,0.0,0.5,1.0,0.0,0.667,0.0,1.0,0.289,0.474
0.5,0.575,1.0,0.5,0.0,0.5,0.78,0.5,1.0,0.375,0.0,1.0,0.0,0.0,0.667,0.0,0.0,0.311,0.526
0.529,0.95,1.0,0.5,0.0,0.167,0.32,0.0,1.0,0.375,1.0,1.0,1.0,1.0,0.833,0.0,1.0,0.4,0.553
0.471,0.525,1.0,1.0,0.0,0.667,0.22,0.0,1.0,0.375,0.5,0.5,0.0,0.0,0.833,0.0,1.0,0.311,0.5
0.412,0.825,0.5,0.5,1.0,0.833,0.28,0.5,1.0,0.125,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.267,0.395
0.412,0.55,0.5,0.0,0.0,0.333,0.76,0.0,1.0,0.25,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.222,0.421
0.5,0.05,0.0,0.0,0.0,0.333,0.84,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.178,0.5
0.412,0.325,1.0,0.5,1.0,0.5,0.7,0.5,1.0,0.25,0.0,0.5,1.0,1.0,0.333,0.0,1.0,0.244,0.421
0.382,0.575,0.5,0.5,0.0,0.333,0.44,0.5,1.0,0.125,0.0,1.0,1.0,1.0,0.333,0.0,1.0,0.244,0.368
0.529,0.95,0.5,1.0,0.0,0.167,0.26,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.333,0.0,1.0,0.333,0.474
0.441,0.85,0.5,0.5,0.0,0.333,0.42,0.0,1.0,0.25,1.0,0.5,1.0,0.5,0.5,0.0,1.0,0.311,0.447
0.765,0.225,0.5,1.0,0.0,0.333,0.92,0.0,1.0,0.125,1.0,0.5,1.0,1.0,0.667,0.0,0.0,0.333,0.711
0.029,0.225,0.5,0.0,0.0,0.833,0.86,0.0,0.0,0.25,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.067,0.079
0.706,0.2,0.5,0.5,0.0,0.833,0.32,0.5,1.0,0.375,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.267,0.711
0.706,0.925,1.0,1.0,1.0,0.833,0.32,0.0,1.0,0.125,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.4,0.658
0.147,0.85,1.0,0.0,0.0,0.667,0.78,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.333,0.0,0.0,0.244,0.132
0.441,0.775,1.0,1.0,1.0,0.5,0.42,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.333,0.395
0.441,0.4,1.0,1.0,0.0,0.333,0.58,0.5,1.0,0.125,0.5,0.5,0.0,1.0,0.333,0.0,0.0,0.267,0.421
0.265,0.5,0.0,0.0,0.0,0.833,0.42,1.0,1.0,0.125,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.111,0.263
0.353,0.475,1.0,0.5,0.0,0.667,0.24,0.0,1.0,0.125,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.222,0.342
0.294,0.25,0.5,0.5,0.0,0.167,0.18,0.5,1.0,0.0,0.5,1.0,0.0,1.0,0.333,0.0,0.0,0.178,0.263
0.824,0.5,1.0,1.0,1.0,0.333,0.14,0.0,1.0,0.125,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.378,0.763
0.676,0.025,0.0,0.5,1.0,0.167,0.02,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.833,0.0,0.0,0.156,0.605
0.735,0.125,0.5,0.5,1.0,0.0,0.28,0.5,1.0,0.75,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.333,0.816
0.618,0.875,1.0,0.0,1.0,0.667,0.18,0.5,1.0,0.25,0.0,1.0,1.0,0.0,0.167,0.0,1.0,0.333,0.605
0.294,0.75,0.5,0.5,0.0,0.167,0.26,0.5,1.0,0.0,0.0,0.5,1.0,0.5,0.667,0.0,0.0,0.2,0.263
0.412,0.425,0.5,0.5,1.0,0.333,0.08,0.0,1.0,0.375,0.0,0.5,1.0,0.5,0.667,0.0,1.0,0.2,0.447
0.588,0.525,0.5,0.0,1.0,0.5,0.34,0.5,1.0,0.0,0.5,1.0,0.0,1.0,0.833,0.0,0.0,0.267,0.526
0.294,0.375,0.5,1.0,1.0,0.5,0.52,1.0,1.0,0.125,0.5,1.0,1.0,0.0,0.167,0.0,1.0,0.2,0.289
0.618,0.75,0.5,0.5,1.0,0.333,0.94,0.0,1.0,0.125,1.0,1.0,1.0,1.0,0.667,0.0,1.0,0.378,0.579
0.471,0.775,0.5,0.0,0.0,0.833,0.34,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.244,0.421
0.441,0.775,0.5,0.5,0.0,0.167,0.04,0.5,1.0,0.25,0.5,0.5,1.0,0.0,0.667,0.0,0.0,0.244,0.447
0.618,0.725,0.5,1.0,1.0,0.167,0.36,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.333,0.0,0.0,0.356,0.553
0.588,0.2,0.0,0.0,0.0,0.667,0.82,0.5,1.0,0.625,0.0,0.5,1.0,0.0,0.833,0.0,0.0,0.244,0.658
0.441,0.35,0.5,0.0,1.0,0.333,0.34,1.0,1.0,0.25,0.0,1.0,1.0,0.5,0.333,0.0,1.0,0.2,0.447
0.706,0.475,0.5,0.0,0.0,0.333,0.3,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.333,0.0,1.0,0.244,0.632
0.324,0.325,0.5,0.0,1.0,0.167,0.92,0.0,1.0,0.125,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.156,0.316
0.618,0.75,0.5,0.5,0.0,0.667,0.3,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.667,0.0,1.0,0.333,0.658
0.618,0.325,0.5,0.5,1.0,0.5,0.98,0.5,1.0,0.375,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.311,0.632
0.441,0.15,1.0,0.5,0.0,0.5,0.84,0.5,1.0,0.25,0.0,0.5,0.0,0.5,0.667,0.0,1.0,0.222,0.447
0.559,0.4,1.0,0.5,1.0,0.333,0.68,1.0,1.0,0.25,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.333,0.553
0.265,0.975,1.0,1.0,1.0,0.333,0.6,0.5,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.0,1.0,0.333,0.237
0.676,0.225,0.5,0.5,1.0,0.5,0.22,0.5,1.0,0.125,1.0,1.0,1.0,1.0,0.333,0.0,1.0,0.267,0.632
0.471,0.6,0.5,1.0,1.0,0.667,0.74,0.0,1.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.311,0.474
0.412,0.425,0.0,0.5,0.0,0.833,0.34,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.833,1.0,0.0,0.156,0.368
0.676,0.075,0.5,1.0,1.0,0.833,0.48,0.5,1.0,0.125,0.0,0.5,0.0,1.0,0.667,0.0,0.0,0.267,0.632
0.382,0.5,1.0,0.5,0.0,0.667,0.1,1.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.222,0.342
0.265,0.7,0.5,0.5,0.0,0.667,0.3,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.667,0.0,1.0,0.222,0.237
0.235,0.525,0.5,1.0,1.0,0.167,0.52,0.5,1.0,0.125,0.0,0.5,1.0,0.5,0.5,0.0,1.0,0.222,0.237
0.618,0.875,0.5,0.0,1.0,0.333,0.46,0.5,0.0,0.375,0.0,0.5,1.0,1.0,0.333,0.0,1.0,0.311,0.632
0.265,0.3,0.5,0.5,0.0,0.667,0.34,0.0,1.0,0.5,0.5,0.5,1.0,0.5,0.667,0.0,1.0,0.178,0.342
0.824,0.075,0.0,1.0,1.0,0.5,0.48,0.0,1.0,0.375,0.5,0.5,1.0,0.0,0.333,0.0,1.0,0.244,0.816
0.147,0.925,0.5,1.0,1.0,0.667,0.74,0.5,1.0,0.0,0.5,0.5,1.0,1.0,0.333,1.0,1.0,0.267,0.132
0.794,0.375,0.5,0.5,0.0,0.667,0.46,1.0,1.0,0.125,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.311,0.737
0.529,0.575,0.5,0.5,1.0,0.667,0.5,1.0,1.0,0.125,0.0,1.0,1.0,0.5,0.333,0.0,1.0,0.267,0.5
0.471,0.8,0.5,0.5,1.0,0.167,0.7,0.5,1.0,0.125,0.5,1.0,0.0,0.5,0.667,0.0,1.0,0.333,0.447
0.412,0.325,1.0,1.0,1.0,0.5,0.84,0.5,1.0,0.25,1.0,0.5,0.0,0.0,0.333,0.0,1.0,0.267,0.421
0.559,0.725,1.0,0.5,0.0,0.333,0.52,0.5,1.0,0.25,0.0,0.5,1.0,0.5,0.667,0.0,1.0,0.333,0.553
0.5,0.125,1.0,1.0,1.0,0.333,0.94,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.222,0.447
0.706,0.3,0.5,0.0,0.0,0.0,0.36,0.5,0.0,0.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.178,0.632
0.529,0.15,0.5,0.5,1.0,0.5,0.26,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.2,0.474
0.529,0.8,1.0,0.5,1.0,0.0,0.7,0.0,1.0,0.125,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.311,0.5
0.441,0.225,0.0,0.5,0.0,0.667,0.18,0.0,0.0,0.125,0.0,0.5,1.0,1.0,0.667,0.0,0.0,0.111,0.421
0.5,0.725,0.0,0.5,1.0,0.833,0.9,0.5,1.0,0.375,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.311,0.526
0.559,0.95,0.5,0.0,1.0,0.667,0.38,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.333,0.0,0.0,0.378,0.605
0.206,0.525,0.5,0.0,1.0,0.5,0.7,0.0,1.0,0.125,0.0,0.5,1.0,0.5,0.333,0.0,1.0,0.178,0.211
0.265,0.55,0.0,0.5,0.0,0.833,0.58,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.333,0.0,0.0,0.178,0.237
0.618,0.45,1.0,0.0,1.0,0.5,0.06,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.667,1.0,1.0,0.244,0.553
0.529,0.325,0.5,0.5,0.0,0.333,0.7,0.5,1.0,0.75,0.5,1.0,1.0,0.5,0.833,0.0,1.0,0.333,0.632
0.471,0.475,0.5,1.0,1.0,0.5,0.8,0.5,1.0,0.125,1.0,0.5,1.0,0.0,0.667,0.0,0.0,0.289,0.447
0.5,0.6,0.5,0.5,1.0,1.0,0.98,0.0,1.0,0.25,0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.311,0.5
0.559,0.975,0.5,0.5,1.0,0.167,0.42,1.0,1.0,0.0,0.5,1.0,1.0,0.5,0.667,0.0,0.0,0.378,0.5
0.412,0.95,0.0,1.0,0.0,0.167,0.5,0.0,1.0,0.125,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.267,0.395
0.353,0.85,0.0,0.5,0.0,0.667,0.88,0.0,1.0,0.125,1.0,0.5,1.0,1.0,0.667,0.0,1.0,0.289,0.342
0.529,0.9,0.5,1.0,0.0,0.5,0.26,0.5,1.0,0.125,0.5,0.5,0.0,0.0,0.333,0.0,0.0,0.333,0.5
0.324,0.475,1.0,0.5,1.0,0.333,0.18,0.5,1.0,0.625,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.289,0.421
0.559,0.65,0.5,0.5,1.0,0.167,0.14,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.311,0.553
0.206,0.9,0.5,0.5,0.0,0.0,0.98,0.5,1.0,0.125,0.5,0.5,0.0,0.0,0.833,0.0,0.0,0.289,0.211
0.676,0.4,0.5,0.5,0.0,0.167,0.28,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.833,0.0,0.0,0.244,0.605
0.588,0.95,0.5,0.5,0.0,0.833,0.76,1.0,1.0,0.125,0.0,0.5,1.0,0.0,0.667,0.0,0.0,0.378,0.553
0.559,0.425,0.5,0.5,1.0,0.5,0.44,0.5,1.0,0.25,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.267,0.553
0.676,0.6,0.0,1.0,0.0,0.0,0.24,0.5,0.0,0.375,1.0,1.0,1.0,1.0,0.333,0.0,1.0,0.333,0.684
0.794,0.7,1.0,0.5,1.0,0.833,0.92,0.5,1.0,0.125,0.5,1.0,0.0,0.5,0.5,1.0,1.0,0.4,0.737
0.676,0.95,0.5,0.0,1.0,0.833,0.46,1.0,1.0,0.125,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.4,0.632
0.176,0.25,0.5,0.5,0.0,0.833,0.56,0.0,1.0,0.125,0.5,0.0,1.0,0.5,0.333,0.0,0.0,0.111,0.184
0.265,0.75,0.5,1.0,0.0,0.333,0.22,0.0,1.0,0.25,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.267,0.289
0.382,0.525,1.0,0.5,1.0,0.5,0.32,0.5,1.0,0.375,1.0,1.0,0.0,1.0,0.667,0.0,1.0,0.311,0.421
0.5,0.275,0.5,0.0,0.0,0.5,0.74,1.0,1.0,0.125,0.5,0.5,1.0,0.0,0.833,0.0,1.0,0.222,0.474
0.588,0.775,0.0,1.0,1.0,0.833,0.34,0.0,1.0,0.25,0.0,0.5,1.0,0.5,0.667,0.0,0.0,0.333,0.579
0.382,0.55,1.0,1.0,1.0,0.333,0.5,0.0,1.0,0.375,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.289,0.421
0.529,0.65,0.5,0.0,0.0,0.333,0.12,0.5,1.0,0.125,0.0,1.0,0.0,0.0,0.333,0.0,0.0,0.244,0.5
0.353,0.325,0.0,1.0,1.0,0.667,0.86,0.5,1.0,0.125,0.0,1.0,1.0,1.0,0.667,0.0,1.0,0.222,0.342
0.382,0.475,0.0,0.5,1.0,0.833,0.74,0.5,1.0,0.125,0.0,0.5,1.0,0.5,0.333,0.0,0.0,0.2,0.368
0.265,0.625,1.0,1.0,1.0,0.5,0.76,1.0,1.0,0.125,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.267,0.263
0.324,0.4,1.0,0.5,1.0,0.667,0.18,0.0,1.0,0.375,0.5,0.5,0.0,0.5,0.833,0.0,1.0,0.222,0.368
0.265,0.2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.125,0.5,0.0,0.0,1.0,0.667,0.0,1.0,0.2,0.263
0.324,0.95,1.0,1.0,0.0,0.5,0.02,0.5,1.0,0.0,0.5,0.0,1.0,1.0,0.167,1.0,1.0,0.267,0.289
0.676,0.5,0.5,0.0,1.0,0.333,0.32,0.5,1.0,0.25,1.0,0.5,1.0,0.5,0.667,0.0,1.0,0.333,0.658
0.324,0.725,0.5,0.0,1.0,0.167,0.34,0.0,0.0,0.375,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.178,0.368
0.971,0.4,0.5,0.5,0.0,0.333,0.92,0.5,1.0,0.125,0.0,0.5,0.0,0.5,0.333,0.0,1.0,0.356,0.895
0.588,0.35,1.0,0.0,0.0,0.333,1.0,0.0,1.0,0.25,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.289,0.579
0.529,0.4,0.5,0.5,0.0,0.5,0.62,0.5,1.0,0.0,0.5,1.0,0.0,1.0,0.333,0.0,0.0,0.267,0.474
0.353,0.4,1.0,1.0,1.0,0.833,0.52,0.5,1.0,0.125,0.5,1.0,1.0,0.5,0.333,0.0,0.0,0.267,0.342
0.618,0.55,0.0,0.5,1.0,0.5,0.44,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.333,0.0,0.0,0.289,0.553
0.412,0.55,1.0,0.5,0.0,0.333,0.02,0.5,1.0,0.125,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.244,0.395
0.529,0.5,0.5,0.5,1.0,0.667,0.8,0.5,1.0,0.0,0.5,0.5,1.0,0.0,0.667,0.0,1.0,0.289,0.474
0.941,0.125,1.0,0.5,1.0,0.5,0.68,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.333,0.0,1.0,0.333,0.842
0.471,0.5,0.0,0.0,0.0,0.667,0.64,0.5,1.0,0.625,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.267,0.553
0.706,0.175,0.0,0.5,1.0,0.333,0.8,0.5,1.0,0.25,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.267,0.684
0.382,0.125,0.0,1.0,0.0,0.833,0.92,0.0,1.0,0.25,0.0,0.5,1.0,0.0,0.333,0.0,1.0,0.156,0.395
0.5,0.925,0.5,1.0,0.0,0.833,0.38,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.267,0.447
0.824,0.6,0.5,1.0,0.0,0.5,0.42,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.667,0.0,1.0,0.333,0.842
0.382,0.65,1.0,1.0,0.0,0.667,0.98,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.667,0.0,1.0,0.378,0.447
0.824,0.4,0.5,0.5,1.0,0.833,0.66,0.5,1.0,0.25,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.333,0.789
0.618,0.9,0.0,1.0,0.0,0.333,0.86,0.5,1.0,0.25,0.0,0.5,1.0,0.5,0.333,0.0,0.0,0.867,0.605
0.412,0.65,0.5,0.5,0.0,0.5,0.22,0.5,0.0,0.25,1.0,0.5,1.0,1.0,0.5,0.0,1.0,0.244,0.421
0.618,0.775,0.0,0.0,1.0,0.5,0.32,1.0,1.0,0.25,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.311,0.605
0.676,0.375,1.0,0.5,0.0,0.167,0.4,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.333,0.0,1.0,0.289,0.605
0.618,0.95,1.0,0.0,0.0,0.667,0.32,1.0,1.0,0.25,0.0,0.5,1.0,1.0,0.167,0.0,1.0,0.356,0.605
0.235,0.825,1.0,0.5,0.0,0.833,0.88,0.5,1.0,0.5,0.0,1.0,1.0,0.5,0.667,0.0,1.0,0.311,0.316
0.382,0.85,0.5,0.5,0.0,0.5,0.52,0.0,1.0,0.25,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.267,0.395
0.471,0.175,0.0,0.5,1.0,0.667,0.96,0.5,1.0,0.25,0.0,0.5,0.0,0.0,0.333,0.0,0.0,0.2,0.474
0.5,0.275,0.5,0.5,1.0,0.833,0.32,0.5,1.0,0.125,0.5,0.0,0.0,0.0,0.833,1.0,0.0,0.178,0.474
0.618,0.275,0.5,1.0,1.0,0.333,0.04,0.5,1.0,0.25,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.244,0.605
0.529,0.275,1.0,0.5,1.0,0.667,0.14,0.0,0.0,0.25,1.0,0.5,1.0,1.0,0.167,0.0,0.0,0.244,0.526
0.265,0.85,0.0,1.0,1.0,0.333,0.22,0.5,1.0,0.375,1.0,1.0,1.0,0.5,0.667,0.0,1.0,0.311,0.316
0.559,0.025,0.0,0.0,1.0,0.333,0.64,0.0,1.0,0.5,0.5,0.5,1.0,1.0,0.667,0.0,0.0,0.2,0.605
0.618,0.075,1.0,0.5,0.0,0.667,0.18,0.0,1.0,0.125,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.156,0.579
0.588,0.275,0.5,0.5,1.0,0.5,0.38,1.0,1.0,0.375,0.0,0.5,1.0,1.0,0.833,1.0,0.0,0.244,0.605
0.676,0.2,0.5,1.0,1.0,0.667,0.8,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.333,0.711
0.647,0.225,1.0,0.5,1.0,0.5,0.12,0.5,1.0,0.25,0.0,0.5,0.0,0.5,0.667,0.0,1.0,0.267,0.632
0.588,0.8,0.0,0.5,0.0,0.667,0.08,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.167,0.0,0.0,0.289,0.526
0.5,0.575,1.0,0.0,0.0,0.833,0.54,1.0,1.0,0.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,0.267,0.447
0.206,0.0,0.5,0.5,0.0,0.833,0.7,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.667,0.0,1.0,0.156,0.184
0.588,0.425,0.0,0.5,1.0,0.667,0.92,0.5,1.0,0.125,1.0,0.5,0.0,0.5,0.167,1.0,1.0,0.267,0.553
0.529,0.4,0.5,1.0,1.0,0.667,0.66,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.833,0.0,1.0,0.289,0.474
0.559,0.125,0.0,0.5,0.0,0.5,0.94,0.0,1.0,0.25,0.5,1.0,0.0,0.5,0.667,0.0,0.0,0.2,0.553
0.265,0.675,0.5,0.0,1.0,0.5,0.24,0.5,0.0,0.25,0.5,0.5,1.0,0.5,0.667,0.0,0.0,0.2,0.289
0.324,0.7,0.5,0.5,0.0,0.667,0.34,0.5,1.0,0.25,1.0,0.0,1.0,0.5,0.5,0.0,1.0,0.244,0.342
0.676,0.725,0.5,0.0,1.0,0.5,0.84,0.5,1.0,0.25,0.0,1.0,1.0,1.0,0.333,0.0,1.0,0.378,0.658
0.5,0.725,0.5,1.0,1.0,0.667,0.82,0.5,1.0,0.25,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.378,0.5
0.618,0.0,0.5,1.0,1.0,0.833,0.66,1.0,1.0,0.25,0.5,0.0,1.0,1.0,0.5,1.0,1.0,0.244,0.605
0.5,0.95,0.0,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.167,0.0,1.0,0.378,0.553
0.5,0.825,1.0,0.5,1.0,0.0,0.02,0.0,1.0,0.125,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.311,0.474
0.676,0.9,1.0,1.0,1.0,1.0,0.28,0.0,1.0,0.25,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.378,0.658
0.412,0.025,0.0,0.0,1.0,0.333,0.16,0.5,1.0,0.125,0.5,1.0,1.0,0.5,0.667,0.0,1.0,0.111,0.395
0.529,0.925,0.5,0.5,1.0,0.5,0.06,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.333,0.0,1.0,0.311,0.474
0.412,0.8,0.5,1.0,0.0,0.667,0.78,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.289,0.368
0.412,0.825,0.0,0.5,1.0,0.833,0.14,1.0,1.0,0.375,0.0,1.0,0.0,0.5,0.333,0.0,1.0,0.311,0.447
0.441,0.1,0.5,0.0,1.0,1.0,0.36,0.0,1.0,0.125,0.0,0.5,1.0,1.0,0.833,0.0,1.0,0.156,0.421
0.529,0.75,0.5,0.5,1.0,0.333,0.98,0.0,1.0,0.25,0.0,1.0,1.0,1.0,0.333,0.0,1.0,0.356,0.526
0.412,0.95,0.5,1.0,1.0,0.833,0.4,0.0,1.0,0.125,1.0,0.5,0.0,0.0,0.333,0.0,1.0,0.333,0.395
0.735,0.675,0.0,0.0,1.0,0.5,0.14,0.5,1.0,0.25,0.5,1.0,0.0,0.0,0.667,0.0,1.0,0.289,0.711
0.353,0.575,1.0,0.5,1.0,1.0,0.68,0.5,1.0,0.125,1.0,1.0,1.0,0.0,0.333,0.0,1.0,0.289,0.342
0.471,0.95,0.5,1.0,0.0,0.833,0.8,0.0,0.0,0.125,1.0,0.5,0.0,1.0,0.333,0.0,0.0,0.333,0.447
0.412,0.45,0.5,1.0,0.0,0.5,0.28,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.222,0.368
0.765,0.6,1.0,0.5,1.0,0.333,0.8,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.4,0.684
0.529,0.475,1.0,0.5,0.0,0.0,0.28,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.667,0.0,1.0,0.244,0.474
0.676,0.925,0.5,0.5,0.0,0.667,0.7,0.0,0.0,0.25,1.0,0.0,1.0,0.5,0.5,0.0,1.0,0.356,0.658
0.235,0.075,1.0,0.5,1.0,0.833,0.12,1.0,1.0,0.25,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.156,0.263
0.559,0.5,0.5,0.5,1.0,0.667,0.42,1.0,1.0,0.25,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.289,0.553
0.647,0.675,0.5,1.0,0.0,0.0,0.52,0.0,1.0,0.125,0.0,1.0,1.0,1.0,0.667,0.0,1.0,0.333,0.605
0.5,0.8,0.5,0.0,0.0,0.167,0.72,0.0,1.0,0.0,0.5,0.5,1.0,0.5,0.333,0.0,0.0,0.289,0.447
0.676,0.575,1.0,0.0,1.0,0.667,0.66,0.5,1.0,0.25,0.0,1.0,1.0,0.5,0.333,0.0,0.0,0.356,0.658
0.412,0.9,0.5,0.5,1.0,1.0,0.86,0.5,1.0,0.25,0.5,0.0,1.0,0.0,0.667,0.0,0.0,0.333,0.421
0.735,0.95,0.5,0.5,1.0,0.5,0.18,0.5,1.0,0.125,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.378,0.684
0.912,0.075,0.5,1.0,1.0,0.833,0.66,0.5,1.0,0.25,0.5,1.0,1.0,0.0,0.333,0.0,1.0,0.311,0.868
0.441,0.4,0.5,1.0,0.0,0.167,0.12,0.5,1.0,0.125,0.0,0.0,1.0,0.0,0.333,0.0,1.0,0.178,0.421
0.412,0.025,0.5,0.5,0.0,0.5,0.48,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.333,0.0,0.0,0.156,0.368
0.765,0.325,0.5,0.5,0.0,0.5,0.52,0.5,1.0,0.25,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.289,0.737
0.765,0.525,0.0,0.5,1.0,0.833,0.02,0.0,1.0,0.25,0.5,0.5,1.0,1.0,0.833,0.0,1.0,0.333,0.737
0.412,0.9,0.5,0.5,1.0,0.333,0.08,0.5,1.0,0.125,0.5,0.5,0.0,1.0,0.667,0.0,1.0,0.311,0.395
0.412,0.85,0.5,0.5,0.0,1.0,0.84,0.0,1.0,0.25,0.0,0.5,0.0,0.0,0.333,0.0,1.0,0.289,0.421
0.441,0.125,1.0,0.5,1.0,0.5,0.28,0.5,1.0,0.25,1.0,0.5,1.0,1.0,0.167,0.0,1.0,0.222,0.447
0.265,0.1,0.5,0.0,0.0,0.167,0.34,0.5,1.0,0.375,0.0,0.5,0.0,1.0,0.333,1.0,1.0,0.089,0.316
0.324,0.6,0.5,0.5,0.0,0.167,0.64,0.5,1.0,0.375,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.244,0.368
